b_3	a_3	x_3	y_3		Forward info on b and a per 3 sink:			period 3 sink + tangent together:		-0.27695,1.2059761555840738
-0.2999 ,	1.173198507953394 ,	-0.02657353254957902 ,	-0.7497528011518759 ,		b	a	x	y		
-0.8657499999999377 ,	0.9988377269398121 ,	-0.26270257689936266 ,	-0.39806523108913017 ,							
-0.8657999999999377 ,	0.9988725741181816 ,	-0.2627233954445999 ,	-0.39803015600241726 ,							
-0.8658499999999377 ,	0.9989074427127169 ,	-0.2627442040775548 ,	-0.39799508247776855 ,							
-0.8658999999999377 ,	0.9989423113072522 ,	-0.26276501271098296 ,	-0.3979600089543686 ,							
-0.8659499999999377 ,	0.9989771905403448 ,	-0.2627858225457618 ,	-0.39792493997173034 ,							
-0.8659999999999377 ,	0.9990120697734375 ,	-0.2628066323805407 ,	-0.39788987098909206 ,							
-0.8660499999999377 ,	0.9990469704215663 ,	-0.26282743230207867 ,	-0.39785480357375236 ,							
-0.8660999999999377 ,	0.9990818710696951 ,	-0.2628482322240946 ,	-0.3978197361596657 ,							
-0.8661499999999377 ,	0.9991167823552675 ,	-0.26286903334459194 ,	-0.39778467328654926 ,							
-0.8661999999999377 ,	0.9991516936408398 ,	-0.2628898344650893 ,	-0.3977496104134328 ,							
-0.8662499999999377 ,	0.9991866263403342 ,	-0.2629106256713785 ,	-0.3977145491128298 ,							
-0.8662999999999377 ,	0.9992215590398286 ,	-0.26293141687815735 ,	-0.39767948781348894 ,							
-0.8663499999999377 ,	0.999256502375647 ,	-0.2629522092805428 ,	-0.397644431055318 ,							
-0.8663999999999377 ,	0.9992914457114654 ,	-0.26297300168292825 ,	-0.39760937429714704 ,							
-0.8664499999999377 ,	0.9993264104600912 ,	-0.26299378417017033 ,	-0.3975743191167248 ,							
-0.8664999999999377 ,	0.9993613752087169 ,	-0.2630145666579007 ,	-0.3975392639375601 ,							
-0.8665499999999376 ,	0.9993963505925552 ,	-0.2630353503383613 ,	-0.39750421329975916 ,							
-0.8665999999999376 ,	0.9994313259763934 ,	-0.2630561340188219 ,	-0.3974691626619582 ,							
-0.8666499999999376 ,	0.9994663227719174 ,	-0.2630769077832211 ,	-0.3974341136071435 ,							
-0.8666999999999376 ,	0.9995013195674414 ,	-0.2630976815480901 ,	-0.397399064553572 ,							
-0.8667499999999376 ,	0.9995363269970722 ,	-0.26311845650284327 ,	-0.3973640200415784 ,							
-0.8667999999999376 ,	0.999571334426703 ,	-0.26313923145759643 ,	-0.3973289755295848 ,							
-0.8668499999999376 ,	0.9996063632669079 ,	-0.2631599964953306 ,	-0.3972939326057705 ,							
-0.8668999999999376 ,	0.9996413921071128 ,	-0.2631807615335531 ,	-0.39725888968321077 ,							
-0.8669499999999376 ,	0.9996764315803132 ,	-0.26320152775879757 ,	-0.3972238513024282 ,							
-0.8669999999999376 ,	0.9997114710535135 ,	-0.26322229398404207 ,	-0.39718881292164565 ,							
-0.8670499999999376 ,	0.9997465319361751 ,	-0.26324305029135114 ,	-0.3971537761342616 ,							
-0.8670999999999376 ,	0.9997815928188367 ,	-0.2632638065991284 ,	-0.3971187393481123 ,							
-0.8671499999999376 ,	0.9998166643333978 ,	-0.26328456409109 ,	-0.39708370710395385 ,							
-0.8671999999999376 ,	0.9998517358479588 ,	-0.26330532158305164 ,	-0.3970486748597954 ,							
-0.8672499999999376 ,	0.9998868287708543 ,	-0.2633260691561517 ,	-0.39701364421423607 ,							
-0.8672999999999376 ,	0.9999219216937498 ,	-0.2633468167297148 ,	-0.39697861356990366 ,							
-0.8673499999999376 ,	0.9999570252474532 ,	-0.2633675654846384 ,	-0.3969435874677856 ,							
-0.8673999999999376 ,	0.9999921288011566 ,	-0.263388314239562 ,	-0.3969085613656675 ,							
-0.8674499999999375 ,	1.0000272537620833 ,	-0.26340905307466767 ,	-0.3968735368673066 ,							
-0.8674999999999375 ,	1.00006237872301 ,	-0.2634297919102562 ,	-0.3968385123701911 ,							
-0.8675499999999375 ,	1.000097514313645 ,	-0.2634505319243647 ,	-0.396803492415493 ,							
-0.8675999999999375 ,	1.00013264990428 ,	-0.2634712719384732 ,	-0.39676847246079494 ,							
-0.8676499999999375 ,	1.0001678069010245 ,	-0.2634920020318605 ,	-0.3967334541150513 ,							
-0.8676999999999375 ,	1.000202963897769 ,	-0.26351273212571047 ,	-0.3966984357705325 ,							
-0.8677499999999375 ,	1.0002381315231348 ,	-0.26353346339526434 ,	-0.39666342196865234 ,							
-0.8677999999999375 ,	1.0002732991485006 ,	-0.2635541946648182 ,	-0.3966284081667722 ,							
-0.8678499999999375 ,	1.000308488178856 ,	-0.26357491601272537 ,	-0.3965933959790136 ,							
-0.8678999999999375 ,	1.0003436772092114 ,	-0.26359563736109615 ,	-0.39655838379247815 ,							
-0.8679499999999375 ,	1.0003788768671094 ,	-0.2636163598823541 ,	-0.39652337614879724 ,							
-0.8679999999999375 ,	1.0004140765250074 ,	-0.26363708240361206 ,	-0.3964883685051163 ,							
-0.8680499999999375 ,	1.0004492975867765 ,	-0.26365779500230135 ,	-0.3964533624807155 ,							
-0.8680999999999375 ,	1.0004845186485456 ,	-0.2636785076014808 ,	-0.39641835645756146 ,							
-0.8681499999999375 ,	1.0005197503367618 ,	-0.26369922137070995 ,	-0.3963833549774534 ,							
-0.8681999999999375 ,	1.000554982024978 ,	-0.2637199351399391 ,	-0.3963483534973454 ,							
-0.8682499999999375 ,	1.0005902351159737 ,	-0.26374063898569644 ,	-0.3963133536416827 ,							
-0.8682999999999375 ,	1.0006254882069694 ,	-0.26376134283193975 ,	-0.39627835378726095 ,							
-0.8683499999999374 ,	1.000660751923314 ,	-0.2637820478454213 ,	-0.396243358476097 ,							
-0.8683999999999374 ,	1.0006960156396585 ,	-0.26380275285890287 ,	-0.396208363164933 ,							
-0.8684499999999374 ,	1.0007313007576892 ,	-0.26382344794801005 ,	-0.3961733694833679 ,							
-0.8684999999999374 ,	1.00076658587572 ,	-0.26384414303761805 ,	-0.3961383758030562 ,							
-0.8685499999999374 ,	1.0008018816180002 ,	-0.26386483929162835 ,	-0.3961033866661867 ,							
-0.8685999999999374 ,	1.0008371773602804 ,	-0.26388553554563865 ,	-0.3960683975293172 ,							
-0.8686499999999374 ,	1.0008724945031557 ,	-0.2639062218744087 ,	-0.3960334100272246 ,							
-0.8686999999999374 ,	1.000907811646031 ,	-0.2639269082036726 ,	-0.39599842252637707 ,							
-0.8687499999999374 ,	1.0009431394120674 ,	-0.26394759569451226 ,	-0.39596343956915947 ,							
-0.8687999999999374 ,	1.0009784671781037 ,	-0.2639682831853519 ,	-0.39592845661194187 ,							
-0.8688499999999374 ,	1.0010138163436302 ,	-0.2639889607500987 ,	-0.3958934752946799 ,							
-0.8688999999999374 ,	1.0010491655091567 ,	-0.2640096383153111 ,	-0.3958584939786366 ,							
-0.8689499999999374 ,	1.0010845252967626 ,	-0.2640303170393205 ,	-0.3958235172064507 ,							
-0.8689999999999374 ,	1.0011198850843686 ,	-0.2640509957633299 ,	-0.3957885404342648 ,							
-0.8690499999999374 ,	1.0011552662703838 ,	-0.26407166456031395 ,	-0.39575356530712646 ,							
-0.8690999999999374 ,	1.001190647456399 ,	-0.2640923333578179 ,	-0.3957185901812555 ,							
-0.8691499999999374 ,	1.0012260392633934 ,	-0.264113003311269 ,	-0.39568361959940046 ,							
-0.8691999999999374 ,	1.0012614310703878 ,	-0.26413367326472015 ,	-0.39564864901754543 ,							
-0.8692499999999374 ,	1.001296844274698 ,	-0.26415433329035026 ,	-0.395613680085949 ,							
-0.8692999999999373 ,	1.001332257479008 ,	-0.26417499331643157 ,	-0.39557871115555343 ,							
-0.8693499999999373 ,	1.0013676813032242 ,	-0.26419565449570687 ,	-0.3955437467694158 ,							
-0.8693999999999373 ,	1.0014031051274404 ,	-0.26421631567498216 ,	-0.39550878238327813 ,							
-0.8694499999999373 ,	1.0014385503478835 ,	-0.2642369669255066 ,	-0.39547381965247413 ,							
-0.8694999999999373 ,	1.0014739955683267 ,	-0.2642576181765308 ,	-0.39543885692291314 ,							
-0.8695499999999373 ,	1.0015094514075948 ,	-0.264278270577926 ,	-0.3954038987377835 ,							
-0.8695999999999373 ,	1.001544907246863 ,	-0.2642989229793212 ,	-0.3953689405526538 ,							
-0.8696499999999373 ,	1.0015803844812579 ,	-0.2643195654511513 ,	-0.39533398402802905 ,							
-0.8696999999999373 ,	1.0016158617156528 ,	-0.2643402079234517 ,	-0.3952990275046187 ,							
-0.8697499999999373 ,	1.001651349567805 ,	-0.264360851543349 ,	-0.395264075525853 ,							
-0.8697999999999373 ,	1.0016868374199572 ,	-0.26438149516324627 ,	-0.39522912354708734 ,							
-0.8698499999999373 ,	1.001722346666146 ,	-0.2644021288526982 ,	-0.3951941732339234 ,							
-0.8698999999999373 ,	1.0017578559123348 ,	-0.264422762542619 ,	-0.3951592229219725 ,							
-0.8699499999999373 ,	1.0017933757752122 ,	-0.2644433973773715 ,	-0.395124277154883 ,							
-0.8699999999999373 ,	1.0018288956380896 ,	-0.264464032212124 ,	-0.39508933138779356 ,							
-0.8700499999999373 ,	1.0018644368939087 ,	-0.26448465711556635 ,	-0.3950543872914081 ,							
-0.8700999999999373 ,	1.0018999781497278 ,	-0.2645052820194824 ,	-0.39501944319623794 ,							
-0.8701499999999373 ,	1.0019355300211676 ,	-0.2645259080654632 ,	-0.3949845036461407 ,							
-0.8701999999999372 ,	1.0019710818926075 ,	-0.264546534111444 ,	-0.3949495640960434 ,							
-0.8702499999999372 ,	1.0020066551559126 ,	-0.2645671502252352 ,	-0.39491462622172685 ,							
-0.8702999999999372 ,	1.0020422284192176 ,	-0.2645877663395516 ,	-0.39487968834867193 ,							
-0.8703499999999372 ,	1.0020778122970513 ,	-0.2646083835931105 ,	-0.3948447550208459 ,							
-0.8703999999999372 ,	1.002113396174885 ,	-0.2646290008466694 ,	-0.3948098216930198 ,							
-0.8704499999999372 ,	1.00214900144352 ,	-0.26464960816725003 ,	-0.3947748900461246 ,							
-0.8704999999999372 ,	1.002184606712155 ,	-0.26467021548831016 ,	-0.39473995840044634 ,							
-0.8705499999999372 ,	1.0022202225942463 ,	-0.26469082394586213 ,	-0.39470503130021456 ,							
-0.8705999999999372 ,	1.0022558384763376 ,	-0.2647114324034141 ,	-0.3946701041999828 ,							
-0.8706499999999372 ,	1.0022914757481534 ,	-0.2647320309271348 ,	-0.3946351787857604 ,							
-0.8706999999999372 ,	1.0023271130199691 ,	-0.26475262945135913 ,	-0.39460025337277777 ,							
-0.8707499999999372 ,	1.0023627609041614 ,	-0.26477322910928736 ,	-0.39456533250541903 ,							
-0.8707999999999372 ,	1.0023984087883537 ,	-0.2647938287672156 ,	-0.3945304116380603 ,							
-0.8708499999999372 ,	1.0024340780612075 ,	-0.2648144184905057 ,	-0.3944954924618216 ,							
-0.8708999999999372 ,	1.0024697473340614 ,	-0.2648350082142892 ,	-0.3944605732868116 ,							
-0.8709499999999372 ,	1.0025054272182188 ,	-0.26485559906900447 ,	-0.3944256586576141 ,							
-0.8709999999999372 ,	1.0025411071023762 ,	-0.26487618992371975 ,	-0.39439074402841656 ,							
-0.8710499999999372 ,	1.0025768083741171 ,	-0.26489677084299507 ,	-0.39435583109544586 ,							
-0.8710999999999371 ,	1.002612509645858 ,	-0.26491735176273656 ,	-0.3943209181636751 ,							
-0.8711499999999371 ,	1.002648221527846 ,	-0.26493793381067904 ,	-0.39428600977793904 ,							
-0.8711999999999371 ,	1.002683933409834 ,	-0.2649585158586215 ,	-0.394251101392203 ,							
-0.8712499999999371 ,	1.0027196666783311 ,	-0.2649790879702699 ,	-0.39421619470773894 ,							
-0.8712999999999371 ,	1.0027553999468282 ,	-0.2649996600824127 ,	-0.3941812880245004 ,							
-0.8713499999999371 ,	1.0027911438245127 ,	-0.26502023331998226 ,	-0.3941463858874722 ,							
-0.8713999999999371 ,	1.0028268877021973 ,	-0.2650408065575518 ,	-0.39411148375044397 ,							
-0.8714499999999371 ,	1.002862652965306 ,	-0.26506136985805134 ,	-0.39407658331979817 ,							
-0.8714999999999371 ,	1.0028984182284146 ,	-0.2650819331590155 ,	-0.3940416828903475 ,							
-0.8715499999999371 ,	1.0029341940996648 ,	-0.2651024975826814 ,	-0.39400678700732444 ,							
-0.8715999999999371 ,	1.002969969970915 ,	-0.2651230620063473 ,	-0.39397189112430137 ,							
-0.8716499999999371 ,	1.0030057672265136 ,	-0.26514361649210094 ,	-0.39393699695269496 ,							
-0.8716999999999371 ,	1.0030415644821122 ,	-0.26516417097832834 ,	-0.39390210278229193 ,							
-0.8717499999999371 ,	1.0030773723447999 ,	-0.2651847265845278 ,	-0.3938672131585249 ,							
-0.8717999999999371 ,	1.0031131802074875 ,	-0.26520528219072725 ,	-0.3938323235347579 ,							
-0.8718499999999371 ,	1.0031490094534539 ,	-0.26522582785819376 ,	-0.39379743562745184 ,							
-0.8718999999999371 ,	1.0031848386994202 ,	-0.2652463735261583 ,	-0.39376254772136954 ,							
-0.871949999999937 ,	1.0032206785514173 ,	-0.26526692031133575 ,	-0.3937276643621013 ,							
-0.871999999999937 ,	1.0032565184034143 ,	-0.2652874670965132 ,	-0.3936927810028331 ,							
-0.872049999999937 ,	1.0032923796376232 ,	-0.26530800394218546 ,	-0.393657899365103 ,							
-0.872099999999937 ,	1.003328240871832 ,	-0.2653285407883266 ,	-0.3936230177285692 ,							
-0.872149999999937 ,	1.0033641127110267 ,	-0.26534907874896646 ,	-0.39358814063906233 ,							
-0.872199999999937 ,	1.0033999845502213 ,	-0.26536961670960635 ,	-0.39355326354955544 ,							
-0.872249999999937 ,	1.003435877770555 ,	-0.2653901447299296 ,	-0.3935183881866197 ,							
-0.872299999999937 ,	1.0034717709908887 ,	-0.2654106727507315 ,	-0.39348351282488647 ,							
-0.872349999999937 ,	1.0035076748151603 ,	-0.26543120188330993 ,	-0.39344864201038254 ,							
-0.872399999999937 ,	1.003543578639432 ,	-0.26545173101588837 ,	-0.3934137711958786 ,							
-0.872449999999937 ,	1.003579503843783 ,	-0.26547225020734416 ,	-0.3933789021129709 ,							
-0.872499999999937 ,	1.0036154290481338 ,	-0.2654927693992959 ,	-0.3933440330312801 ,							
-0.872549999999937 ,	1.0036513648553682 ,	-0.26551328970028837 ,	-0.39330916849700376 ,							
-0.872599999999937 ,	1.0036873006626026 ,	-0.26553381000128085 ,	-0.3932743039627274 ,							
-0.872649999999937 ,	1.0037232578488628 ,	-0.265554320360377 ,	-0.3932394411650908 ,							
-0.872699999999937 ,	1.003759215035123 ,	-0.26557483071997634 ,	-0.3932045783686771 ,							
-0.872749999999937 ,	1.0037951828232075 ,	-0.26559534218588143 ,	-0.39316972011985934 ,							
-0.872799999999937 ,	1.0038311506112918 ,	-0.2656158536517865 ,	-0.3931348618710416 ,							
-0.872849999999937 ,	1.0038671397773637 ,	-0.2656363551750197 ,	-0.39310000536389383 ,							
-0.872899999999937 ,	1.0039031289434357 ,	-0.2656568566987785 ,	-0.39306514885798816 ,							
-0.8729499999999369 ,	1.0039391287102606 ,	-0.26567735932609055 ,	-0.3930302968998405 ,							
-0.8729999999999369 ,	1.0039751284770855 ,	-0.2656978619534026 ,	-0.3929954449416928 ,							
-0.8730499999999369 ,	1.0040111496208632 ,	-0.26571835463731347 ,	-0.3929605947302782 ,							
-0.8730999999999369 ,	1.004047170764641 ,	-0.2657388473217128 ,	-0.3929257445200687 ,							
-0.8731499999999369 ,	1.0040832025081246 ,	-0.26575934110695765 ,	-0.39289089885781503 ,							
-0.8731999999999369 ,	1.004119234251608 ,	-0.26577983489220247 ,	-0.3928560531955614 ,							
-0.8732499999999369 ,	1.004155287370979 ,	-0.26580031873330084 ,	-0.3928212092850794 ,							
-0.8732999999999369 ,	1.0041913404903497 ,	-0.2658208025748645 ,	-0.3927863653757796 ,							
-0.8733499999999369 ,	1.0042274042083938 ,	-0.2658412875145936 ,	-0.3927515260146535 ,							
-0.8733999999999369 ,	1.004263467926438 ,	-0.26586177245432274 ,	-0.39271668665352744 ,							
-0.8734499999999369 ,	1.0042995530193233 ,	-0.2658822474490933 ,	-0.3926818490491371 ,							
-0.8734999999999369 ,	1.0043356381122086 ,	-0.2659027224443833 ,	-0.3926470114459792 ,							
-0.8735499999999369 ,	1.0043717338027134 ,	-0.265923198535093 ,	-0.3926121783911475 ,							
-0.8735999999999369 ,	1.0044078294932182 ,	-0.2659436746258027 ,	-0.3925773453363158 ,							
-0.8736499999999369 ,	1.004443946557528 ,	-0.2659641407708409 ,	-0.392542514043267 ,							
-0.8736999999999369 ,	1.0044800636218376 ,	-0.26598460691640013 ,	-0.3925076827514491 ,							
-0.8737499999999369 ,	1.004516191282707 ,	-0.26600507415464675 ,	-0.3924728560081192 ,							
-0.8737999999999368 ,	1.0045523189435763 ,	-0.26602554139289336 ,	-0.3924380292647893 ,							
-0.8738499999999368 ,	1.0045884679772317 ,	-0.2660459986847408 ,	-0.3924032042882627 ,							
-0.8738999999999368 ,	1.004624617010887 ,	-0.2660664559771091 ,	-0.392368379312966 ,							
-0.8739499999999368 ,	1.004660776640043 ,	-0.2660869143594398 ,	-0.3923335588863211 ,							
-0.8739999999999368 ,	1.004696936269199 ,	-0.26610737274177054 ,	-0.3922987384596762 ,							
-0.8740499999999368 ,	1.0047331172701044 ,	-0.26612782117700795 ,	-0.39226391980487674 ,							
-0.8740999999999368 ,	1.0047692982710097 ,	-0.2661482696127223 ,	-0.39222910115126414 ,							
-0.8741499999999368 ,	1.0048054898663827 ,	-0.2661687191357329 ,	-0.3921942870465169 ,							
-0.8741999999999368 ,	1.0048416814617558 ,	-0.26618916865874354 ,	-0.3921594729417696 ,							
-0.8742499999999368 ,	1.0048778944278363 ,	-0.2662096082338904 ,	-0.39212466061382684 ,							
-0.8742999999999368 ,	1.0049141073939167 ,	-0.2662300478095466 ,	-0.3920898482871008 ,							
-0.8743499999999368 ,	1.0049503309534251 ,	-0.26625048846978694 ,	-0.3920550405094061 ,							
-0.8743999999999368 ,	1.0049865545129335 ,	-0.26627092913002726 ,	-0.3920202327317114 ,							
-0.8744499999999368 ,	1.0050227994421077 ,	-0.2662913598417103 ,	-0.3919854267358425 ,							
-0.8744999999999368 ,	1.005059044371282 ,	-0.2663117905538611 ,	-0.39195062074114884 ,							
-0.8745499999999368 ,	1.0050952998928608 ,	-0.266332222347946 ,	-0.3919158192957059 ,							
-0.8745999999999368 ,	1.0051315554144398 ,	-0.2663526541420309 ,	-0.39188101785026297 ,							
-0.8746499999999368 ,	1.005167832304645 ,	-0.2663730759867852 ,	-0.3918462181915821 ,							
-0.8746999999999368 ,	1.00520410919485 ,	-0.2663934978320507 ,	-0.3918114185341156 ,							
-0.8747499999999367 ,	1.0052403966764287 ,	-0.2664139207565356 ,	-0.39177662342605346 ,							
-0.8747999999999367 ,	1.0052766841580074 ,	-0.2664343436810205 ,	-0.3917418283179913 ,							
-0.8748499999999367 ,	1.0053129930071638 ,	-0.266454756655511 ,	-0.3917070350017199 ,							
-0.8748999999999367 ,	1.0053493018563202 ,	-0.2664751696304649 ,	-0.3916722416866161 ,							
-0.8749499999999367 ,	1.0053856212958359 ,	-0.26649558368199877 ,	-0.39163745292113583 ,							
-0.8749999999999367 ,	1.0054219407353515 ,	-0.26651599773353263 ,	-0.3916026641556556 ,							
-0.8750499999999367 ,	1.0054582815414081 ,	-0.26653640183430155 ,	-0.39156787718688346 ,							
-0.8750999999999367 ,	1.0054946223474648 ,	-0.2665568059355645 ,	-0.3915330902193054 ,							
-0.8751499999999367 ,	1.0055309737428555 ,	-0.2665772111107329 ,	-0.3914983078015339 ,							
-0.8751999999999367 ,	1.0055673251382462 ,	-0.2665976162859013 ,	-0.3914635253837624 ,							
-0.8752499999999367 ,	1.005603697899141 ,	-0.266618011509607 ,	-0.39142874476767164 ,							
-0.8752999999999367 ,	1.0056400706600357 ,	-0.2666384067338019 ,	-0.39139396415276995 ,							
-0.8753499999999367 ,	1.0056764540092402 ,	-0.26665880302924055 ,	-0.39135918808786474 ,							
-0.8753999999999367 ,	1.0057128373584447 ,	-0.2666791993246792 ,	-0.39132441202295953 ,							
-0.8754499999999367 ,	1.0057492420721297 ,	-0.26669958566793095 ,	-0.3912896377646735 ,							
-0.8754999999999367 ,	1.0057856467858146 ,	-0.2667199720116873 ,	-0.3912548635075894 ,							
-0.8755499999999367 ,	1.0058220620867777 ,	-0.2667403594240221 ,	-0.3912200938006845 ,							
-0.8755999999999367 ,	1.0058584773877408 ,	-0.26676074683635687 ,	-0.3911853240937796 ,							
-0.8756499999999366 ,	1.0058949140521691 ,	-0.26678112429580153 ,	-0.39115055619843864 ,							
-0.8756999999999366 ,	1.0059313507165974 ,	-0.26680150175576656 ,	-0.3911157883043142 ,							
-0.8757499999999366 ,	1.005967797967269 ,	-0.2668218802816235 ,	-0.3910810249605273 ,							
-0.8757999999999366 ,	1.0060042452179405 ,	-0.26684225880748047 ,	-0.39104626161674044 ,							
-0.8758499999999366 ,	1.0060407138310576 ,	-0.2668626273797985 ,	-0.3910115000895041 ,							
-0.8758999999999366 ,	1.0060771824441748 ,	-0.2668829959525988 ,	-0.3909767385634466 ,							
